"","partido_sigla","partido","partido_id","coligacao_id","uf"
"353","REDE","REDE SUSTENTABILIDADE",18,60000050602,"CE"
"354","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,60000050310,"CE"
"355","PC do B","PARTIDO COMUNISTA DO BRASIL",65,60000050138,"CE"
"356","DC","DEMOCRACIA CRISTÃ",27,60000050319,"CE"
"357","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,60000050146,"CE"
"358","PODE","PODEMOS",19,60000050146,"CE"
"359","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,60000050561,"CE"
"360","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,60000050338,"CE"
"361","PPS","PARTIDO POPULAR SOCIALISTA",23,60000050322,"CE"
"362","PC do B","PARTIDO COMUNISTA DO BRASIL",65,60000050295,"CE"
"363","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,60000050669,"CE"
"364","PSL","PARTIDO SOCIAL LIBERAL",17,60000050319,"CE"
"365","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,60000050146,"CE"
"366","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,60000050146,"CE"
"367","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,60000050323,"CE"
"368","PATRIOTA","PATRIOTA",51,60000050303,"CE"
"369","AVANTE","AVANTE",70,60000050146,"CE"
"370","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,60000050138,"CE"
"371","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,60000050325,"CE"
"372","DEM","DEMOCRATAS",25,60000050323,"CE"
"373","PV","PARTIDO VERDE",43,60000050325,"CE"
"374","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,60000050323,"CE"
"375","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,60000050146,"CE"
"376","PP","PROGRESSISTAS",11,60000050338,"CE"
"377","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,60000050311,"CE"
"378","PODE","PODEMOS",19,60000050147,"CE"
"379","PPL","PARTIDO PÁTRIA LIVRE",54,60000050323,"CE"
"380","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,60000050322,"CE"
"381","DEM","DEMOCRATAS",25,60000050338,"CE"
"382","PR","PARTIDO DA REPÚBLICA",22,60000050338,"CE"
"383","PT","PARTIDO DOS TRABALHADORES",13,60000050295,"CE"
"384","PP","PROGRESSISTAS",11,60000050295,"CE"
"385","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,60000050323,"CE"
"386","PSC","PARTIDO SOCIAL CRISTÃO",20,60000050146,"CE"
"387","NOVO","PARTIDO NOVO",30,60000050126,"CE"
"388","PSL","PARTIDO SOCIAL LIBERAL",17,60000050148,"CE"
"389","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,60000050147,"CE"
"390","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,60000050338,"CE"
"391","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,60000050311,"CE"
"392","PCO","PARTIDO DA CAUSA OPERÁRIA",29,60000050448,"CE"
"393","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,60000050295,"CE"
"394","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,60000050323,"CE"
"395","PR","PARTIDO DA REPÚBLICA",22,60000050295,"CE"
"396","PPS","PARTIDO POPULAR SOCIALISTA",23,60000050303,"CE"
"397","SOLIDARIEDADE","SOLIDARIEDADE",77,60000050146,"CE"
"398","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,60000050294,"CE"
"399","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,60000050147,"CE"
"400","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,60000050303,"CE"
"401","PT","PARTIDO DOS TRABALHADORES",13,60000050294,"CE"
"402","PCB","PARTIDO COMUNISTA BRASILEIRO",21,60000050861,"CE"
"403","PV","PARTIDO VERDE",43,60000050295,"CE"
"404","DEM","DEMOCRATAS",25,70000050692,"DF"
"405","PT","PARTIDO DOS TRABALHADORES",13,70000050289,"DF"
"406","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,70000050383,"DF"
"407","PSC","PARTIDO SOCIAL CRISTÃO",20,70000050755,"DF"
"408","PPS","PARTIDO POPULAR SOCIALISTA",23,70000050492,"DF"
"409","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,70000050420,"DF"
"410","PSC","PARTIDO SOCIAL CRISTÃO",20,70000050492,"DF"
"411","REDE","REDE SUSTENTABILIDADE",18,70000050334,"DF"
"412","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,70000050689,"DF"
"413","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,70000050394,"DF"
"414","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,70000050141,"DF"
"415","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,70000050081,"DF"
"416","PP","PROGRESSISTAS",11,70000050051,"DF"
"417","PMB","PARTIDO DA MULHER BRASILEIRA",35,70000050335,"DF"
"418","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,70000050382,"DF"
"419","DC","DEMOCRACIA CRISTÃ",27,70000050692,"DF"
"420","PV","PARTIDO VERDE",43,70000050198,"DF"
"421","NOVO","PARTIDO NOVO",30,70000050065,"DF"
"422","SOLIDARIEDADE","SOLIDARIEDADE",77,70000050230,"DF"
"423","PSL","PARTIDO SOCIAL LIBERAL",17,70000050548,"DF"
"424","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,70000050525,"DF"
"425","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,70000050692,"DF"
"426","AVANTE","AVANTE",70,70000050027,"DF"
"427","PATRIOTA","PATRIOTA",51,70000050335,"DF"
"428","DC","DEMOCRACIA CRISTÃ",27,70000050746,"DF"
"429","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,70000050164,"DF"
"430","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,70000050388,"DF"
"431","PPS","PARTIDO POPULAR SOCIALISTA",23,70000050552,"DF"
"432","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,70000050436,"DF"
"433","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,70000050230,"DF"
"434","PR","PARTIDO DA REPÚBLICA",22,70000050315,"DF"
"435","PPL","PARTIDO PÁTRIA LIVRE",54,70000050649,"DF"
"436","PC do B","PARTIDO COMUNISTA DO BRASIL",65,70000050334,"DF"
"437","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,70000050198,"DF"
"438","PR","PARTIDO DA REPÚBLICA",22,70000050689,"DF"
"439","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,70000050492,"DF"
"440","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,70000050690,"DF"
"441","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,70000050385,"DF"
"442","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,70000050394,"DF"
"443","PPL","PARTIDO PÁTRIA LIVRE",54,70000050548,"DF"
"444","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,70000050368,"DF"
"445","REDE","REDE SUSTENTABILIDADE",18,70000050382,"DF"
"446","PSL","PARTIDO SOCIAL LIBERAL",17,70000050387,"DF"
"447","PV","PARTIDO VERDE",43,70000050382,"DF"
"448","PODE","PODEMOS",19,70000050388,"DF"
"449","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,70000050387,"DF"
"450","PCO","PARTIDO DA CAUSA OPERÁRIA",29,70000050437,"DF"
"451","PSC","PARTIDO SOCIAL CRISTÃO",20,70000050368,"DF"
"452","AVANTE","AVANTE",70,70000050387,"DF"
"453","PTC","PARTIDO TRABALHISTA CRISTÃO",36,70000050436,"DF"
"454","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,70000050382,"DF"
"455","PP","PROGRESSISTAS",11,70000050387,"DF"
"456","PODE","PODEMOS",19,70000050368,"DF"
"457","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,70000050599,"DF"
"458","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,70000050166,"DF"
"459","PCB","PARTIDO COMUNISTA BRASILEIRO",21,70000050081,"DF"
"460","SOLIDARIEDADE","SOLIDARIEDADE",77,70000050368,"DF"
"461","AVANTE","AVANTE",70,70000050385,"DF"
"462","PODE","PODEMOS",19,70000050492,"DF"
"463","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,70000050657,"DF"
"464","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,70000050657,"DF"
"465","PP","PROGRESSISTAS",11,70000050385,"DF"
"466","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,70000050657,"DF"
"467","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,70000050599,"DF"
"468","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,70000050492,"DF"
"469","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,70000050659,"DF"
"470","PPS","PARTIDO POPULAR SOCIALISTA",23,70000050368,"DF"
"471","DEM","DEMOCRATAS",25,70000050690,"DF"
"472","PMB","PARTIDO DA MULHER BRASILEIRA",35,70000050599,"DF"
"473","PC do B","PARTIDO COMUNISTA DO BRASIL",65,70000050382,"DF"
"474","DEM","DEMOCRATAS",25,70000050689,"DF"
"475","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,70000050657,"DF"
"476","PR","PARTIDO DA REPÚBLICA",22,70000050690,"DF"
"477","PPL","PARTIDO PÁTRIA LIVRE",54,70000050385,"DF"
"478","PTC","PARTIDO TRABALHISTA CRISTÃO",36,70000050657,"DF"
"479","PTC","PARTIDO TRABALHISTA CRISTÃO",36,70000050659,"DF"
"480","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,70000050659,"DF"
"481","PATRIOTA","PATRIOTA",51,70000050657,"DF"
"482","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,70000050368,"DF"
"483","SOLIDARIEDADE","SOLIDARIEDADE",77,70000050492,"DF"
"484","PATRIOTA","PATRIOTA",51,70000050659,"DF"
"485","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,80000050600,"ES"
"486","PPL","PARTIDO PÁTRIA LIVRE",54,80000050600,"ES"
"487","DC","DEMOCRACIA CRISTÃ",27,80000050691,"ES"
"488","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,80000050600,"ES"
"489","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,80000050761,"ES"
"490","PPL","PARTIDO PÁTRIA LIVRE",54,80000050522,"ES"
"491","PV","PARTIDO VERDE",43,80000050522,"ES"
"492","AVANTE","AVANTE",70,80000050514,"ES"
"493","PODE","PODEMOS",19,80000050656,"ES"
"494","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,80000050321,"ES"
"495","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,80000050691,"ES"
"496","PC do B","PARTIDO COMUNISTA DO BRASIL",65,80000050651,"ES"
"497","PP","PROGRESSISTAS",11,80000050505,"ES"
"498","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,80000050196,"ES"
"499","PODE","PODEMOS",19,80000050351,"ES"
"500","NOVO","PARTIDO NOVO",30,80000050009,"ES"
"501","PSC","PARTIDO SOCIAL CRISTÃO",20,80000050361,"ES"
"502","DEM","DEMOCRATAS",25,80000050600,"ES"
"503","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,80000050361,"ES"
"504","PMB","PARTIDO DA MULHER BRASILEIRA",35,80000050761,"ES"
"505","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,80000050698,"ES"
"506","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,80000050464,"ES"
"507","PV","PARTIDO VERDE",43,80000050464,"ES"
"508","PT","PARTIDO DOS TRABALHADORES",13,80000050727,"ES"
"509","REDE","REDE SUSTENTABILIDADE",18,80000050351,"ES"
"510","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,80000050651,"ES"
"511","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,80000050598,"ES"
"512","DEM","DEMOCRATAS",25,80000050688,"ES"
"513","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,80000050351,"ES"
"514","REDE","REDE SUSTENTABILIDADE",18,80000050656,"ES"
"515","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,80000050350,"ES"
"516","PR","PARTIDO DA REPÚBLICA",22,80000050196,"ES"
"517","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,80000050505,"ES"
"518","PTC","PARTIDO TRABALHISTA CRISTÃO",36,80000050514,"ES"
"519","PATRIOTA","PATRIOTA",51,80000050656,"ES"
"520","PSL","PARTIDO SOCIAL LIBERAL",17,80000050196,"ES"
"521","PPS","PARTIDO POPULAR SOCIALISTA",23,80000050514,"ES"
"522","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,80000050673,"ES"
"523","SOLIDARIEDADE","SOLIDARIEDADE",77,80000050598,"ES"
"524","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,80000050749,"ES"
"525","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,80000050522,"ES"
"526","REDE","REDE SUSTENTABILIDADE",18,80000050350,"ES"
"527","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,80000050598,"ES"
"528","DC","DEMOCRACIA CRISTÃ",27,80000050724,"ES"
"529","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,80000050598,"ES"
"530","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,80000050688,"ES"
"531","SOLIDARIEDADE","SOLIDARIEDADE",77,80000050464,"ES"
"532","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,80000050656,"ES"
"533","PPS","PARTIDO POPULAR SOCIALISTA",23,80000050688,"ES"
"534","PP","PROGRESSISTAS",11,80000050321,"ES"
"535","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,80000050598,"ES"
"536","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,80000050321,"ES"
"537","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,80000050656,"ES"
"538","PATRIOTA","PATRIOTA",51,80000050351,"ES"
"539","PPS","PARTIDO POPULAR SOCIALISTA",23,80000050321,"ES"
"540","AVANTE","AVANTE",70,80000050522,"ES"
"541","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,80000050688,"ES"
"542","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,80000050688,"ES"
"543","DEM","DEMOCRATAS",25,80000050598,"ES"
"544","PODE","PODEMOS",19,80000050350,"ES"
"545","PTC","PARTIDO TRABALHISTA CRISTÃO",36,80000050522,"ES"
"546","PCB","PARTIDO COMUNISTA BRASILEIRO",21,80000050698,"ES"
"547","PSC","PARTIDO SOCIAL CRISTÃO",20,80000050522,"ES"
"548","PC do B","PARTIDO COMUNISTA DO BRASIL",65,80000050321,"ES"
"549","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,80000050351,"ES"
"550","DC","DEMOCRACIA CRISTÃ",27,90000050489,"GO"
"551","PSL","PARTIDO SOCIAL LIBERAL",17,90000050442,"GO"
"552","PT","PARTIDO DOS TRABALHADORES",13,90000050496,"GO"
"553","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,90000050200,"GO"
"554","REDE","REDE SUSTENTABILIDADE",18,90000050560,"GO"
"555","PODE","PODEMOS",19,90000050481,"GO"
"556","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,90000050268,"GO"
"557","DEM","DEMOCRATAS",25,90000050215,"GO"
"558","PP","PROGRESSISTAS",11,90000050475,"GO"
"559","PC do B","PARTIDO COMUNISTA DO BRASIL",65,90000050496,"GO"
"560","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,90000050399,"GO"
"561","PR","PARTIDO DA REPÚBLICA",22,90000050567,"GO"
"562","PSL","PARTIDO SOCIAL LIBERAL",17,90000050445,"GO"
"563","PATRIOTA","PATRIOTA",51,90000050537,"GO"
"564","PTC","PARTIDO TRABALHISTA CRISTÃO",36,90000050145,"GO"
"565","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,90000050281,"GO"
"566","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,90000050145,"GO"
"567","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,90000050644,"GO"
"568","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,90000050238,"GO"
"569","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,90000050057,"GO"
"570","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,90000050283,"GO"
"571","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,90000050364,"GO"
"572","PPS","PARTIDO POPULAR SOCIALISTA",23,90000050527,"GO"
"573","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,90000050281,"GO"
"574","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,90000050530,"GO"
"575","PV","PARTIDO VERDE",43,90000050605,"GO"
"576","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,90000050358,"GO"
"577","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,90000050283,"GO"
"578","SOLIDARIEDADE","SOLIDARIEDADE",77,90000050075,"GO"
"579","REDE","REDE SUSTENTABILIDADE",18,90000050605,"GO"
"580","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,90000050481,"GO"
"581","PP","PROGRESSISTAS",11,90000050238,"GO"
"582","PATRIOTA","PATRIOTA",51,90000050605,"GO"
"583","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,90000050399,"GO"
"584","PPS","PARTIDO POPULAR SOCIALISTA",23,90000050530,"GO"
"585","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,90000050246,"GO"
"586","PSC","PARTIDO SOCIAL CRISTÃO",20,90000050428,"GO"
"587","PODE","PODEMOS",19,90000050428,"GO"
"588","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,90000050358,"GO"
"589","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,90000050530,"GO"
"590","PV","PARTIDO VERDE",43,90000050567,"GO"
"591","PSC","PARTIDO SOCIAL CRISTÃO",20,90000050215,"GO"
"592","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,90000050428,"GO"
"593","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,90000050527,"GO"
"594","AVANTE","AVANTE",70,90000050567,"GO"
"595","PCB","PARTIDO COMUNISTA BRASILEIRO",21,90000050544,"GO"
"596","DC","DEMOCRACIA CRISTÃ",27,90000050442,"GO"
"597","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,90000050527,"GO"
"598","DEM","DEMOCRATAS",25,90000050358,"GO"
"599","PTC","PARTIDO TRABALHISTA CRISTÃO",36,90000050215,"GO"
"600","DEM","DEMOCRATAS",25,90000050428,"GO"
"601","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,90000050145,"GO"
"602","PCO","PARTIDO DA CAUSA OPERÁRIA",29,90000050485,"GO"
"603","NOVO","PARTIDO NOVO",30,90000050073,"GO"
"604","PMB","PARTIDO DA MULHER BRASILEIRA",35,90000050145,"GO"
"605","PMB","PARTIDO DA MULHER BRASILEIRA",35,90000050215,"GO"
"606","AVANTE","AVANTE",70,90000050605,"GO"
"607","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,90000050527,"GO"
"608","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,90000050358,"GO"
"609","PP","PROGRESSISTAS",11,90000050268,"GO"
"610","PATRIOTA","PATRIOTA",51,90000050549,"GO"
"611","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,90000050246,"GO"
"612","REDE","REDE SUSTENTABILIDADE",18,90000050246,"GO"
"613","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,90000050428,"GO"
"614","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,90000050246,"GO"
"615","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,90000050238,"GO"
"616","PR","PARTIDO DA REPÚBLICA",22,90000050527,"GO"
"617","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,90000050527,"GO"
"618","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,90000050246,"GO"
"619","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,90000050268,"GO"
"620","SOLIDARIEDADE","SOLIDARIEDADE",77,90000050527,"GO"
"621","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,90000050428,"GO"
"622","PT","PARTIDO DOS TRABALHADORES",13,100000050434,"MA"
"623","REDE","REDE SUSTENTABILIDADE",18,100000050245,"MA"
"624","PATRIOTA","PATRIOTA",51,100000050046,"MA"
"625","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,100000050640,"MA"
"626","PTC","PARTIDO TRABALHISTA CRISTÃO",36,100000050052,"MA"
"627","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,100000050245,"MA"
"628","PPL","PARTIDO PÁTRIA LIVRE",54,100000050156,"MA"
"629","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,100000050484,"MA"
"630","PODE","PODEMOS",19,100000050379,"MA"
"631","PV","PARTIDO VERDE",43,100000050233,"MA"
"632","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,100000050069,"MA"
"633","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,100000050110,"MA"
"634","PSL","PARTIDO SOCIAL LIBERAL",17,100000050373,"MA"
"635","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,100000050234,"MA"
"636","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,100000050052,"MA"
"637","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,100000050678,"MA"
"638","PODE","PODEMOS",19,100000050245,"MA"
"639","PSC","PARTIDO SOCIAL CRISTÃO",20,100000050211,"MA"
"640","PSL","PARTIDO SOCIAL LIBERAL",17,100000050705,"MA"
"641","REDE","REDE SUSTENTABILIDADE",18,100000050379,"MA"
"642","PCB","PARTIDO COMUNISTA BRASILEIRO",21,100000050484,"MA"
"643","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,100000050156,"MA"
"644","PP","PROGRESSISTAS",11,100000050046,"MA"
"645","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,100000050343,"MA"
"646","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,100000050395,"MA"
"647","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,100000050052,"MA"
"648","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,100000050640,"MA"
"649","PPS","PARTIDO POPULAR SOCIALISTA",23,100000050156,"MA"
"650","PATRIOTA","PATRIOTA",51,100000050041,"MA"
"651","PC do B","PARTIDO COMUNISTA DO BRASIL",65,100000050052,"MA"
"652","PPL","PARTIDO PÁTRIA LIVRE",54,100000050055,"MA"
"653","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,100000050055,"MA"
"654","PMB","PARTIDO DA MULHER BRASILEIRA",35,100000050234,"MA"
"655","PSC","PARTIDO SOCIAL CRISTÃO",20,100000050234,"MA"
"656","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,100000050234,"MA"
"657","DC","DEMOCRACIA CRISTÃ",27,100000050379,"MA"
"658","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,100000050110,"MA"
"659","PSL","PARTIDO SOCIAL LIBERAL",17,100000050372,"MA"
"660","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,100000050055,"MA"
"661","AVANTE","AVANTE",70,100000050055,"MA"
"662","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,100000050339,"MA"
"663","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,100000050233,"MA"
"664","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,100000050234,"MA"
"665","PR","PARTIDO DA REPÚBLICA",22,100000050046,"MA"
"666","PPS","PARTIDO POPULAR SOCIALISTA",23,100000050055,"MA"
"667","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,100000050395,"MA"
"668","SOLIDARIEDADE","SOLIDARIEDADE",77,100000050041,"MA"
"669","DC","DEMOCRACIA CRISTÃ",27,100000050245,"MA"
"670","PV","PARTIDO VERDE",43,100000050234,"MA"
"671","DEM","DEMOCRATAS",25,100000050052,"MA"
"672","PSC","PARTIDO SOCIAL CRISTÃO",20,100000050233,"MA"
"673","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,100000050211,"MA"
"674","PCO","PARTIDO DA CAUSA OPERÁRIA",29,100000050625,"MA"
"675","DEM","DEMOCRATAS",25,100000050110,"MA"
"676","PMB","PARTIDO DA MULHER BRASILEIRA",35,100000050233,"MA"
"677","DEM","DEMOCRATAS",25,100000050055,"MA"
"678","PR","PARTIDO DA REPÚBLICA",22,100000050052,"MA"
"679","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,100000050052,"MA"
"680","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,100000050339,"MA"
"681","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,100000050055,"MA"
"682","PP","PROGRESSISTAS",11,100000050052,"MA"
"683","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,100000050055,"MA"
"684","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,100000050110,"MA"
"685","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,100000050156,"MA"
"686","PC do B","PARTIDO COMUNISTA DO BRASIL",65,100000050055,"MA"
"687","AVANTE","AVANTE",70,100000050052,"MA"
"688","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,100000050233,"MA"
"689","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,100000050046,"MA"
"690","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,100000050373,"MA"
"691","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,100000050372,"MA"
"692","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,100000050211,"MA"
"693","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,100000050233,"MA"
"694","PV","PARTIDO VERDE",43,100000050211,"MA"
"695","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,100000050110,"MA"
"696","PTC","PARTIDO TRABALHISTA CRISTÃO",36,100000050055,"MA"
"697","SOLIDARIEDADE","SOLIDARIEDADE",77,100000050055,"MA"
"698","PPS","PARTIDO POPULAR SOCIALISTA",23,100000050110,"MA"
"699","PODE","PODEMOS",19,100000050339,"MA"
"700","PC do B","PARTIDO COMUNISTA DO BRASIL",65,100000050110,"MA"
"701","AVANTE","AVANTE",70,130000050180,"MG"
"702","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,130000050181,"MG"
"703","PSL","PARTIDO SOCIAL LIBERAL",17,130000050443,"MG"
"704","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,130000050353,"MG"
"705","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,130000050726,"MG"
"706","PT","PARTIDO DOS TRABALHADORES",13,130000050734,"MG"
"707","REDE","REDE SUSTENTABILIDADE",18,130000050468,"MG"
